Q23_1,Extra,emotstab,Open,consc,Agree,Age,ideo,dideo,educ,race,income,gender,partyid,PartyID,infpp,polcar,businessC,socialC,CivicDuty,Candidate,lovePols,issue,supprty,servePub
I am actively considering running for elective office.,.4000000953674316,2.25,1.142857074737549,1.799999952316284,1.799999952316284,67,Conservative,Conservative,Bachelors Degree,White,2,Male,Lean Republican,Independent,0,1,1,1,3,1,1,1,1,1
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.5,2.285714149475098,3,3,70,Very Liberal,Liberal,Bachelors Degree,White,5,Male,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.25,2.285714149475098,2.200000047683716,2.799999952316284,73,Somewhat Liberal,Liberal,Bachelors Degree,White,8,Female,Strong Democrat,Democrat,6,1,1,1,10,9,2,8,8,8
I am open to the possibility of holding elective office in the future.,3,3,3,3,3,59,Moderate,Moderate,Graduate Degree,White,10,Male,Lean-Democrat,Independent,5,0,0,0,5,0,0,5,0,10
I have absolutely no interest in holding elective office at any time in the future.,2,1.5,2,2.599999904632568,2.799999952316284,49,Moderate,Moderate,High School,White,4,Female,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.5,2.142857074737549,2.799999952316284,2.799999952316284,67,Very Conservative,Conservative,High School,White,7,Female,Strong Republican,Republican,7,7,7,7,7,7,7,7,7,7
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2,2.857142925262451,3,2.400000095367432,80,Conservative,Conservative,Some College,White,3,Male,Strong Republican,Republican,8,0,3,7,10,8,6,8,6,5
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.5,2.714285850524902,2,3,70,Moderate,Moderate,Bachelors Degree,White,8,Male,Lean Republican,Independent,6,1,5,6,6,8,2,5,8,1
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2,2.571428537368774,2.799999952316284,3,55,Somewhat Liberal,Liberal,Some College,White,2,Male,Lean-Democrat,Independent,3,0,7,1,6,9,2,5,8,4
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.5,1,2.599999904632568,2.400000095367432,64,Very Conservative,Conservative,Bachelors Degree,White,3,Female,Strong Republican,Republican,0,0,0,0,0,0,0,5,0,0
I am open to the possibility of holding elective office in the future.,2.400000095367432,3,2,2.799999952316284,3,57,Moderate,Moderate,Some College,White,4,Female,Republican,Republican,8,5,6,5,6,7,5,8,6,6
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,3,2.285714149475098,2.599999904632568,2.200000047683716,70,Somewhat Liberal,Liberal,Some College,White,3,Male,Lean-Democrat,Independent,7,0,0,0,6,6,0,5,6,5
I am actively considering running for elective office.,3,2.25,2.571428537368774,2.400000095367432,3,33,Very Conservative,Conservative,Bachelors Degree,Asian,5,Female,Lean-Democrat,Independent,10,10,10,10,10,10,10,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,2,.25,1.571428537368774,2,2.200000047683716,33,Somewhat Liberal,Liberal,High School,White,6,Female,Independent,Independent,0,0,0,0,5,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.75,2.714285850524902,3,3,78,Very Conservative,Conservative,Graduate Degree,White,7,Male,Strong Republican,Republican,9,3,5,6,10,8,5,7,9,5
I am actively considering running for elective office.,2.200000047683716,1.5,2,2.200000047683716,1.599999904632568,36,Somewhat Conservative,Conservative,Bachelors Degree,White,7,Male,Democrat,Democrat,7,5,7,7,4,3,4,5,5,7
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2.5,1.714285612106323,2.400000095367432,1.799999952316284,70,Moderate,Moderate,Some College,White,2,Female,Democrat,Democrat,0,0,0,0,5,5,0,6,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,1.25,2.428571462631226,2.599999904632568,3,66,Liberal,Liberal,Some College,White,2,Male,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.5,2.571428537368774,2.799999952316284,2.400000095367432,28,Moderate,Moderate,Bachelors Degree,Hispanic,1,Female,Independent,Independent,1,1,1,1,8,1,1,6,1,1
I have absolutely no interest in holding elective office at any time in the future.,2,3,2.428571462631226,2.799999952316284,2.599999904632568,66,Moderate,Moderate,Bachelors Degree,White,3,Male,Independent,Independent,4,0,0,0,5,1,0,0,0,7
I have absolutely no interest in holding elective office at any time in the future.,2,2,1,3,2.200000047683716,62,Very Liberal,Liberal,Bachelors Degree,White,4,Female,Strong Democrat,Democrat,6,0,5,5,4,5,3,6,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.25,1.285714387893677,2.200000047683716,2,38,Moderate,Moderate,Bachelors Degree,White,8,Female,Strong Republican,Republican,6,5,4,5,7,5,5,4,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.5,2.857142925262451,3,3,73,Moderate,Moderate,Some College,White,2,Female,Independent,Independent,8,9,9,8,9,9,7,9,9,9
I am open to the possibility of holding elective office in the future.,2.400000095367432,2,2,2.799999952316284,2.599999904632568,80,Conservative,Conservative,Some College,White,2,Male,Strong Republican,Republican,6,6,6,7,8,6,5,7,8,9
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.142857074737549,2.599999904632568,2,59,Somewhat Liberal,Liberal,Bachelors Degree,White,6,Female,Strong Democrat,Democrat,10,9,1,4,6,8,8,6,7,10
I am open to the possibility of holding elective office in the future.,1.599999904632568,1.25,2.285714149475098,2.799999952316284,2,67,Somewhat Liberal,Liberal,Some College,White,1,Male,Democrat,Democrat,10,1,1,1,10,5,10,10,1,10
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,0,2,3,3,77,Conservative,Conservative,High School,White,4,Female,Strong Republican,Republican,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.75,1.857142925262451,3,2,74,Moderate,Moderate,Some College,White,3,Female,Lean-Democrat,Independent,5,0,0,0,0,2,0,6,1,6
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,.5,1.142857074737549,1,1,45,Somewhat Liberal,Liberal,Bachelors Degree,White,5,Female,Democrat,Democrat,0,0,0,0,0,0,0,6,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,1.5,2,2.599999904632568,2.400000095367432,60,Conservative,Conservative,High School,White,2,Male,Strong Republican,Republican,7,3,7,4,5,8,6,7,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.25,2.428571462631226,2,2,61,Moderate,Moderate,Some College,White,3,Male,Independent,Independent,7,5,5,6,7,7,5,8,6,8
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,1,2.142857074737549,2.400000095367432,2.799999952316284,67,Conservative,Conservative,Bachelors Degree,White,2,Male,Republican,Republican,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,.5999999046325684,1.25,2.142857074737549,3,2.799999952316284,52,Very Conservative,Conservative,Bachelors Degree,White,2,Female,Strong Republican,Republican,0,8,0,0,8,5,0,8,5,0
I have absolutely no interest in holding elective office at any time in the future.,2,1.25,1.857142925262451,2.599999904632568,2.599999904632568,63,Somewhat Conservative,Conservative,Graduate Degree,White,3,Female,Republican,Republican,1,1,1,1,1,1,1,1,1,1
I am open to the possibility of holding elective office in the future.,2.400000095367432,1.25,2,2,2.400000095367432,45,Somewhat Conservative,Conservative,Some College,White,2,Female,Republican,Republican,7,5,6,6,6,5,5,6,6,7
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.75,2.428571462631226,3,2.200000047683716,52,Moderate,Moderate,Bachelors Degree,White,4,Female,Strong Democrat,Democrat,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.25,1.142857074737549,2.200000047683716,1.799999952316284,77,Somewhat Conservative,Conservative,Some College,White,1,Female,Republican,Republican,8,0,0,0,8,3,5,5,7,7
I am open to the possibility of holding elective office in the future.,2.200000047683716,3,2.285714149475098,2.599999904632568,2.400000095367432,68,Somewhat Liberal,Liberal,Some College,Black,2,Male,Lean-Democrat,Independent,10,5,2,7,9,5,5,10,5,9
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.5,1.428571462631226,2.400000095367432,2.799999952316284,70,Moderate,Moderate,High School,White,3,Female,Republican,Republican,8,2,2,2,5,5,2,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.25,1.428571462631226,2.200000047683716,2.200000047683716,66,Moderate,Moderate,Bachelors Degree,White,3,Male,Lean Republican,Independent,7,6,5,7,6,8,7,7,8,6
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.857142925262451,2,1.799999952316284,84,Moderate,Moderate,Some College,White,2,Female,Lean Republican,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.5,2,2.200000047683716,2.799999952316284,74,Very Conservative,Conservative,Some College,White,2,Male,Republican,Republican,0,0,0,0,5,7,5,10,8,8
I am actively considering running for elective office.,0,2.25,0,.5999999046325684,0,43,Very Conservative,Conservative,High School,Black,6,Male,Lean Republican,Independent,10,8,9,8,9,10,8,10,10,9
I have absolutely no interest in holding elective office at any time in the future.,1,1.5,1,1.400000095367432,1.599999904632568,41,Somewhat Liberal,Liberal,High School,White,2,Male,Independent,Independent,7,2,7,5,6,7,5,7,6,7
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,2,2.400000095367432,2.200000047683716,85,Very Liberal,Liberal,Graduate Degree,White,2,Male,Strong Democrat,Democrat,9,3,7,2,8,6,4,6,6,3
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,.8571429252624512,1.799999952316284,2.400000095367432,56,Conservative,Conservative,High School,White,1,Female,Lean Republican,Independent,8,3,3,3,6,8,3,9,10,10
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.25,2.571428537368774,3,3,66,Conservative,Conservative,Some College,White,8,Male,Republican,Republican,10,3,7,8,10,10,2,10,7,8
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,2.5,1.857142925262451,2.200000047683716,1.599999904632568,45,Somewhat Conservative,Conservative,Bachelors Degree,White,4,Male,Independent,Independent,2,2,2,2,2,2,2,2,2,2
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.5,3,2.799999952316284,3,63,Somewhat Conservative,Conservative,Some College,Multi-Racial,10,Female,Independent,Independent,8,8,9,9,10,10,8,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.25,2.285714149475098,2.799999952316284,1.799999952316284,66,Moderate,Moderate,Some College,White,1,Female,Lean Republican,Independent,5,0,0,0,6,8,9,9,8,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.5,.8571429252624512,2.400000095367432,2.599999904632568,74,Moderate,Moderate,Some College,White,4,Female,Democrat,Democrat,5,4,5,4,4,7,4,6,7,7
I have absolutely no interest in holding elective office at any time in the future.,2,1.75,1.285714387893677,1.599999904632568,3,76,Very Conservative,Conservative,High School,White,3,Male,Strong Republican,Republican,6,1,1,1,5,3,1,6,5,6
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.25,1.714285612106323,3,2.400000095367432,79,Somewhat Liberal,Liberal,Bachelors Degree,White,4,Male,Democrat,Democrat,7,6,5,5,7,7,5,7,6,5
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2,1.857142925262451,2.599999904632568,2.799999952316284,52,Conservative,Conservative,Some College,White,6,Female,Lean Republican,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.5,1.714285612106323,2.599999904632568,2,55,Conservative,Conservative,Some College,White,6,Male,Lean Republican,Independent,5,2,4,5,5,5,4,5,4,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.5,3,2.400000095367432,3,32,Moderate,Moderate,Some College,White,3,Female,Republican,Republican,5,5,5,5,5,5,5,5,6,5
I have absolutely no interest in holding elective office at any time in the future.,.2000000476837158,.25,.4285714626312256,1.400000095367432,.4000000953674316,39,Moderate,Moderate,High School,White,3,Female,Independent,Independent,5,10,3,6,6,8,5,7,6,8
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.5,2.285714149475098,2.200000047683716,2.599999904632568,76,Moderate,Moderate,High School,White,2,Female,Democrat,Democrat,1,0,0,0,0,0,0,1,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,2.75,1.857142925262451,1.799999952316284,2.599999904632568,66,Conservative,Conservative,Bachelors Degree,White,5,Male,Strong Republican,Republican,4,3,2,2,3,5,2,3,4,4
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,3,1.428571462631226,2.200000047683716,1.400000095367432,73,Moderate,Moderate,Bachelors Degree,Multi-Racial,3,Male,Independent,Independent,0,0,0,0,0,0,0,0,0,0
